id,title,description,category,type,collection,is_new,subtype,manufacturer,catalog_id,finishes,position,sizes,thickness,material,shape,cut,diameter,length,width,height,source
1401,SOVA I,"Probabil cea mai confortabilă experiență care poate să se întâmple cu stejarul udat. O canapea numită SOVA – numele ei spune totul.

ÎNDRUMĂTORIE: Cușete cu o îmbrăcăminte ecologică (kapok). ÎNDRUMĂTORIE: CADRU: Cadru realizat din lemn solid (stejar) și bandă realizată din fibre de lână. CADRU: OPȚIUNI: Diferite tipuri de textile și piele disponibile pentru acoperământ. OPȚIUNI:",mobilier,INTERIOR,Bernhard Müller,False,FOTOLII,More,,"Piele Lugano / 2204, Linara / 98 / truffle, Piele Lugano / 0509, Linara / 192 / chinchilla, Piele Lugano / 2594, Linara / 197 / gris, Piele Orta / 3654, Linara / 210 / feathergrey, Piele Orta / 2159, Rami / 6810, piele Orta / 2491, Clunis / 05, Piele Orta / 1431, Gent / 02",,,,,,,,,,,more mobilier
1402,SOVA II,"Canapeaua de odihnă este al treilea membru al colecției noastre SOVA și încheie distanța dintre canapeaua de brațe SOVA și canapeaua de somn SOVA în modul cel mai confortabil.

Forma curbată și solidă din stejar asigură o maximă stilistică somn. Valoarea internă este și ea impresionantă. De exemplu, îmbrăcăminta este realizată din fibre de kapok naturale și respirabile.

ÎNDRUMĂTORIE: Cușete cu o îmbrăcăminte ecologică (kapok). ÎNDRUMĂTORIE: CADRU: Cadru realizat din lemn solid (stejar) și bandă realizată din fibre de lână. CADRU: OPȚIUNI: Diferite tipuri de textile și piele disponibile pentru acoperământ. OPȚIUNI:",mobilier,INTERIOR,Bernhard Müller,False,FOTOLII,More,,"Piele Lugano / 2204, Linara / 98 / truffle, Piele Lugano / 0509, Linara / 192 / chinchilla, Piele Lugano / 2594, Linara / 197 / gris, Piele Orta / 3654, Linara / 210 / feathergrey, Piele Orta / 2159, Rami / 6810, piele Orta / 2491, Clunis / 05, Piele Orta / 1431, Gent / 02",,,,,,,,,,,more mobilier
1403,ONDA,"ONDA canapea de masă este nici o canapea, nici o bancă. Este mai degrabă o celebrare a vieții împărtășite la masă—de confort comunicativ, o senzație de ușurință, și un limbaj formal redus deliberat. Spatele continuu este ușor înfundat și nu se aliniază cu suprafața scaunului. Acest lucru creează o geometrie intrigantă din orice perspectivă, permițând piesei să fie poziționată liber într-un spațiu.",mobilier,INTERIOR,Bernhard Müller,False,BANCHETE,More,,"Piele Lugano / 2204, Linara / 98 / truffle, Piele Lugano / 0509, Linara / 192 / chinchilla, Piele Lugano / 2594, Linara / 197 / gris, Piele Orta / 3654, Linara / 210 / feathergrey, Piele Orta / 2159, Rami / 6810, piele Orta / 2491, Clunis / 05, Piele Orta / 1431, Gent / 02",,,,,,,,,,,more mobilier
1404,LAX,"Gândire, visare, plutire. Cu o lățime de 75 cm, LAX devine o canapea de zi. Proportionate calme, linii clare, și o aparență ușoară definesc caracterul său. Pentru momente de odihnă, pentru citit, sau pentru o scurtă pauză. Redus la ceea ce contează.",mobilier,INTERIOR,Gil Coste,False,BANCHETE,More,,"oțel / periat - antracit, Piele Lugano / 2204, Linara / 98 / truffle, oțel / periat - maro-tobac, Piele Lugano / 0509, Linara / 192 / chinchilla, Piele Lugano / 2594, Linara / 197 / gris, Piele Orta / 3654, Linara / 210 / feathergrey, Piele Orta / 2159, Rami / 6810, piele Orta / 2491, Clunis / 05, Piele Orta / 1431, Gent / 02",,,,,,,,,,,more mobilier
1405,LUZ,"Scula noastră LUZ aduce charma unei săli de hotel din anii '60 în living-ul tău. Scaunul și spatele ei rotunjite, realizate din lemn, sunt recoltate natural din păduri durabile. Uscăturile luxoase au o amestecătură ecologică de lână nouă și un spumă rece făcută din ulei de muștar.",mobilier,INTERIOR,Bernhard Müller & Çağdaş Sarıkaya,False,SCAUNE,More,,"Stejar negru natural, Piele Lugano / 2204, Flash / 9843 / oțel, Stejar Negru, Piele Lugano / 0509, Loop / 02 / grafit, Piele Lugano / 2594, Loop / 01 / gri carbon, Piele Orta / 3654, Loop / 36 / verde oliv, Piele Orta / 2159, Jette / 17, piele Orta / 2491, Rami / 6972, Piele Orta / 1431, Rami / 3072",,,,,,,,,,,more mobilier
1406,YAN,"Numele YAN înseamnă “latură” în turcă, și face referire la faptul că combinația de simetrie și asimetrie în linii este notabilă în special atunci când se privește de la o parte. Împreună cu tapetarea naturală, designul emoționant oferă o poziție confortabilă și stil. Un design care se completează armonios cu masa AVAR, dar și impresionează pe cont propriu.",mobilier,INTERIOR,Çağdaş Sarıkaya,False,SCAUNE,More,,"Piele Lugano / 2204, Flash / 9843 / oțel, Piele Lugano / 0509, Loop / 02 / grafit, Piele Lugano / 2594, Loop / 01 / gri carbon, Piele Orta / 3654, Loop / 36 / verde oliv, Piele Orta / 2159, Jette / 17, piele Orta / 2491, Rami / 6972, Piele Orta / 1431, Rami / 3072",,,,,,,,,,,more mobilier
1407,OSO,Foarte puține elemente pentru o mulțime de confort. Spătarul și brațele scaunului OSO formează un unitate bogat tapetată și foarte confortabilă. Cadru tubular filigran cu raze remarcabile este asemănător cu designurile Bauhaus din anii 1930.,mobilier,INTERIOR,Peter Fehrentz,False,SCAUNE,More,,"Piele Lugano / 2204, Flash / 9843 / oțel, Piele Lugano / 0509, Loop / 02 / grafit, Piele Lugano / 2594, Loop / 01 / gri carbon, Piele Orta / 3654, Loop / 36 / verde oliv, Piele Orta / 2159, Jette / 17, piele Orta / 2491, Rami / 6972, Piele Orta / 1431, Rami / 3072",,,,,,,,,,,more mobilier
1408,OSO,"OSO este o masă ca un urs. Puternică, calmă și totuși surprinzător de agilă. Picioarele sunt puternice, ca un triunghi cu colțuri rotunjite și laturi curbate spre exterior. Masa de masă se întinde deasupra și, deși este puternică, are o aparență foarte delicată, rotunjită și curbată spre exterior.",mobilier,INTERIOR,Peter Fehrentz,False,MESE,More,,"Stejar ușor, Stejar nisip, Stejar taupe, Stejar bazalt, Stejar grafit, Stejar fumat",,,,,,,,,,,more mobilier
1409,CUT I,"CUT este mai mult decât ideea de arhitectură sub forma unei mese. Întreținerea armonioasă a suprafețelor generoase, executată cu grosimi reduse ale materialelor, combină stabilitatea cu ușurința, rezultând un loc inspirațional pentru creativitate sau pentru indulgență împărtășită. CUT se simte acasă atât în refectoriul unui mănăstiră budistă, cât și în atelierul unui artist sau în salonul tău.",mobilier,INTERIOR,Peter Fehrentz,False,MESE,More,,"Stejar ușor, Stejar nisip, Stejar taupe, Stejar bazalt, Stejar grafit, Stejar fumat",,,,,,,,,,,more mobilier
1410,EEVA,"Într-un lume în care totul pare să devină tot mai complicat, avem nevoie de o masă care să poată fi făcută cât mai simplă posibil și cât mai mare posibil. Acesta este ideea din spatele EEVA. Din exterior, arată ca un obiect. În interior, și prin urmare invizibil, este echipat cu lăzi de extensie. Sophisticated, robust, făcut din lemn solid. De asemenea, disponibil și sub forma unei mese de conferință mare.",mobilier,INTERIOR,Bernhard Müller & Çağdaş Sarıkaya,False,MESE,More,,"Stejar ușor, Stejar nisip, Stejar taupe, Stejar bazalt, Stejar grafit, Stejar fumat",,,,,,,,,,,more mobilier
1411,NIL,"Ușurința tradițională, o formă organică și o statură absolută fac din această masă NIL o masă expresivă. În spații interioare expansive, servește ca un element de ancorare solid. NIL-ul curbat organic este delicat, dar puternic.

SUPRAFEȚĂ: Lemn solid, grosime a suprafeței: 3 cm SUPRAFEȚĂ: CADRU: Lemn solid CADRU: OPȚIUNI: Disponibil în diferite tipuri de lemn. Suprafețele udate și cearșate sau vopsite mat. OPȚIUNI:",mobilier,INTERIOR,Gil Coste,False,MESE,More,,"Stejar ușor, Stejar nisip, Stejar taupe, Stejar bazalt, Stejar grafit, Stejar fumat",,,,,,,,,,,more mobilier
1412,CUT II,"CUT este mai mult decât ideea de arhitectură sub forma unei mese. Întreținerea armonioasă a suprafețelor generoase, executată cu grosimi reduse ale materialelor, combină stabilitatea cu ușurința, rezultând un loc inspirațional pentru creativitate sau pentru indulgență împărtășită. CUT se simte acasă atât în refectoriul unui mănăstiră budistă, cât și în atelierul unui artist sau în salonul tău.

Suprafeța: Făcută din lemn solid, solidificat și laminat. Grosime a suprafeței: 2,8 cm. Marginea mesei ajunge la 0,8 cm. Suprafeța: Cadru: Lemn solid Cadru: Opțiuni: Disponibil în diferite tipuri de lemn. Suprafețele udate și cearșate sau vopsite mat. Opțiuni:",mobilier,INTERIOR,Peter Fehrentz,False,MESE,More,,"Stejar ușor, Stejar nisip, Stejar taupe, Stejar bazalt, Stejar grafit, Stejar fumat",,,,,,,,,,,more mobilier
1413,CUT III,"În special impresionantă ca masă laterală: principiul de bază al CUT – cu picioarele care amintesc de un timon de vâscoare a unui yacht.

SUPRAFEȚĂ: Lemn solid, grosime a suprafeței: 2,8cm SUPRAFEȚĂ: CADRU: Lemn solid CADRU: OPȚIUNI: Disponibil în diferite tipuri de lemn. Suprafețele udate și cearșate sau vopsite mat. OPȚIUNI:",mobilier,INTERIOR,Peter Fehrentz,False,MĂSUȚE DE CAFEA,More,,"Stejar ușor, Stejar nisip, Stejar taupe, Stejar bazalt, Stejar grafit, Stejar fumat",,,,,,,,,,,more mobilier
1414,SOVA,"Cu patul nostru SOVA, nu ne arătăm în mod deliberat cea mai bună parte, pentru că fiecare parte ar trebui să arate bine, și eleganța sa se arată atunci când stă liber într-o cameră. Cu pernele sale opulente, acoperite cu piele, poți să te culci într-un rai de liniște pentru ore, chiar și atunci când citești.",mobilier,INTERIOR,Bernhard Müller,False,PATURI,More,,"Stejar ușor, piele Lugano / 2204, Flash / 9843 / oțel, Stejar Sand, piele Lugano / 0509, Loop / 02 / grafit, Stejar Taupe, piele Lugano / 2594, Loop / 01 / gri carbon, Stejar Basalt, piele Orta / 3654, Loop / 36 / verde oliv, Stejar Graphit, piele Orta / 2159, Jette / 17, Stejar fumurat, piele Orta / 2491, Rami / 6972, Nuc natural, piele Orta / 1431, Rami / 3072",,,,,,,,,,,more mobilier
1415,NOVA,"Ce arată un pat care nu ar trebui să arate ca un pat? NOVA este redus în design, astfel încât să atingă confortul maxim și flexibilitatea. Între cadruul din aluminiu și un profil continuu, secțiunile capului pot fi introduse la cerere. Astfel, NOVA poate deveni un canapea.",mobilier,INTERIOR,Bernhard Müller,False,PATURI,More,,"oțel / antracit, Piele Lugano / 2204, Flash / 9843 / oțel, Aluminiu anodizat, Piele Lugano / 0509, Loop / 02 / grafit, Piele Lugano / 2594, Loop / 01 / gri carbon, Piele Orta / 3654, Loop / 36 / verde oliv, Piele Orta / 2159, Jette / 17, piele Orta / 2491, Rami / 6972, Piele Orta / 1431, Rami / 3072",,,,,,,,,,,more mobilier
1500,Amalfi - Fotoliu,"Linee sinuoase și volume deschise dialoghează cu lumina care filtrează prin împletitul în sfoară. Telaul, gândit și dezvoltat cu atenție în aluminie, asigură robustețe și manevrabilitate.

Împletitul în sfoară specială de olefină (sau polipropilene pentru versiunea Pearl White) asigură performanțe maxime pentru utilizarea exterioră. Datorită rezistenței foarte mari la agenții atmosferici și la scolorirea generată de razele UV, acești materiale fac produsul extrem de practic, deoarece este aproape deloc necesar să se efectueze lucrări de întreținere.",mobilier,EXTERIOR,Amalfi,False,FOTOLII,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1501,Dakota - Fotoliu,"Canapeau din seria Dakota este realizată cu structură în teac și împletire manuală în cordă Olefin/Polipropilene de înaltă calitate (disponibilă în două finisaje: Pearl White și Desert Mix ). Telaul spătarului este din aluminiu vopsit cu vopsea epoxidică.

Liniile fine și esențiale, calitatea ridicată a materialelor , echilibrul perfect între design și tradiție, fac canapeau Dakota potrivită pentru a înfrumuseza atât spațiile interioare cât și cele exterioare.",mobilier,EXTERIOR,Dakota,False,FOTOLII,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1502,Gilda - Fotoliu,"Este caracterizat de cadru alb vopsit cu lac alb și împletire manuală în sfoară Olefin. Materialele din care este făcut îl fac perfect pentru utilizarea în exterior .

Datorită selecției și calității ridicate a materialelor utilizate, are o rezistență foarte mare la agenții atmosferici (raze UV, ploaie, sărăcie): nu se corodează și nu se decolorează .",mobilier,EXTERIOR,Gilda,False,FOTOLII,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1503,Zante - Fotoliu,"Canapeau Zante este realizat cu un cadru din lemn de tei masiv cu o finisaj natural. Spatele și scaunul sunt împletiți manual cu o sfoară specială de poliratrană de calitate înaltă (disponibil în standard în finisajul Off White).

Datorită selecției materialelor și calității lor, acest canapeau de relaxare exterior este capabil să reziste elementelor, necesitând foarte puțină întreținere.",mobilier,EXTERIOR,Zante,False,FOTOLII,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1504,Amalfi - Canapea,"Linee sinuoase și volume deschise dialoghează cu lumina care filtrează prin împletitul în sfoară. Telaul, gândit și dezvoltat cu atenție în aluminie, asigură robustețe și manevrabilitate.

Împletitul în sfoară specială de olefină (sau polipropilene pentru versiunea Pearl White) asigură performanțe maxime pentru utilizarea exterioră. Datorită rezistenței foarte mari la agenții atmosferici și la scolorirea generată de razele UV, acești materiale fac produsul extrem de practic, deoarece este aproape deloc necesar să se efectueze lucrări de întreținere.",mobilier,EXTERIOR,Amalfi,False,CANAPELE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1505,Dakota - Canapea,"Canapeau Dakota din seria Dakota este realizat cu o structură din lemn de tei masiv și un împletit manual în sfoară olefină/polipropilene de calitate înaltă (disponibil în două finisaje: Pearl White și Desert Mix). Telaul schienalei este din aluminie vopsit cu vopsea epossidică.

Liniile fine și esențiale, calitatea înaltă a materialelor, precum și echilibrul perfect între design și tradiție, fac canapeau-ul Dakota potrivit pentru a înfrumuseza atât spațiile interioare, cât și cele exterioare.",mobilier,EXTERIOR,Dakota,False,CANAPELE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1506,Gilda - Canapea,"Este caracterizat de structura vizibilă în aluminie vopsită alb și de împletitul manual în sfoară Olefinc. Materialele cu care este realizat îl fac perfect potrivit pentru utilizarea exterioră.

Datorită selecției și calității materialelor utilizate, are o rezistență foarte mare la agenții atmosferici (raze UV, ploaie, sărăcie): nu se corodează și nu se decolorează.",mobilier,EXTERIOR,Gilda,False,CANAPELE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1507,BAHIA - Canapea modulară,"Sistemul modular Bahia se compune din trei elemente diferite de scaun în tei la doga largă, cu picior turnit. Toate sunt dotate cu bază de pernă de scaun.

Sunt prezent și un element schienal în aluminie vopsit cu vopsea epossidică și împletit în sfoară (olefon/polipropilene) cu secțiune rotundă, precum și un set de perne schienale și perne ornamentale.",mobilier,EXTERIOR,BAHIA,False,CANAPELE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1508,Tosca - Canapea modulară,"Se poate stabili o compoziție potrivită pentru diferite spații și cerințe de mobilier. Există șase elemente modulare: un modul unic, un modul de colț clasic, un modul de colț mare, un modul dublu și un modul de pouff. De asemenea, există pouff-stoluri în diferite diametre și înălțimi.

Structura este realizată din cauciuc de drenaj QuickDry (breathabil, prevenind formarea de mucegai și bacterii) și MultiTech marină multistrat, de calitate certificată.",mobilier,EXTERIOR,Tosca,False,CANAPELE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1509,Amalfi - Scaun,"Se poate stabili o compoziție potrivită pentru diferite spații și cerințe de mobilier. Există șase elemente modulare: un modul unic, un modul de colț clasic, un modul de colț mare, un modul dublu și un modul de pouff. De asemenea, există pouff-stoluri în diferite diametre și înălțimi.

Structura este realizată din cauciuc de drenaj QuickDry (breathabil, prevenind formarea de mucegai și bacterii) și MultiTech marină multistrat, de calitate certificată.",mobilier,EXTERIOR,Amalfi,False,SCAUNE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1510,Dakota - Scaun,"Poltroncina de prânz Dakota este realizată cu structură din lemn de teak masiv și intrețiu manual în cordă Olefin/Polipropilene (în finisaje Pearl White și Desert Mix) sau în polyrattan de înaltă calitate (în finisajul Java Brown). Telaio-ul spătarului este din aluminie vopsită cu pulbere epossidică.

Liniile fine și esențiale, calitatea ridicată a materialelor, echilibrul perfect între design și tradiție, fac scaunul de birou Dakota potrivit pentru mobilarea atât a spațiilor interioare cât și a celor exterioare.",mobilier,EXTERIOR,Dakota,False,SCAUNE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1511,Gilda - Scaun,"Este caracterizată de structura vizibilă în aluminie vopsită alb și de intrețiu manual în cordă Olefinc. Materialele din care este realizată o fac perfectă pentru utilizarea în exterior.

Datorită selecției și calității ridicate a materialelor utilizate, are o rezistență ridicată la agenți atmosferici (raze UV, ploaie, sărăcie): nu se corodează și nu se decolorează.",mobilier,EXTERIOR,Gilda,False,SCAUNE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1512,Lidia - Scaun,"Telaio-ul, gândit și dezvoltat în aluminie, garantează robustețe și manevrabilitate.

Scaunul și spătarul sunt realizate în cordă de polietilenă, cu un tratament special al firului care oferă caracteristici de rezistență și confort în același timp, precum și practicitate de întreținere și curățare. Ceea ce asigură performanțe ridicate pentru utilizarea în exterior.",mobilier,EXTERIOR,Lidia,False,SCAUNE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1513,Juniper - Masă extensibilă,"Structura și partea superioară sunt realizate manual din lemn de teak solid cu o finisaj complet natural periat.

Masa de mese extensibilă Juniper este perfectă pentru a fi plasată în spații exterioare protejate și poate găzdui confortabil până la 12 persoane, oferind spațiu și viață momentelor de sociabilitate și convivialitate.",mobilier,EXTERIOR,Juniper,False,MESE,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1514,Dakota - Șezlong,"Letina Dakota este realizată cu structură din lemn de teak masiv și intrețiu manual în cordă Olefin/Polipropilene de înaltă calitate (disponibilă în două finisaje: Pearl White și Desert Mix) cu o textură încrucișată. Controtelaio-ul intern este din aluminie vopsită cu pulbere epossidică.

Liniile fine și esențiale, calitatea ridicată a materialelor, echilibrul perfect între design și tradiție, fac letina de soare Dakota potrivită pentru mobilarea atât a spațiilor interioare cât și a celor exterioare.",mobilier,EXTERIOR,Dakota,False,Șezlonguri,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1515,Melvin - Șezlong,"Canapeau Melvin este fabricat integral din lemn de tei natural, neîntărit, din păduri durabile și surse legale certificate.

Teiul este lemnul de exterior par excellence, care nu teme trecerea timpului și schimbarea sezonului, deoarece, datorită caracteristicilor sale intrinseci de duritate, uleiositate și rezistență, rămâne structural stabil și, prin urmare, are o extraordinară durabilitate.",mobilier,EXTERIOR,Melvin,False,Șezlonguri,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1516,Dakota - masuță,"Masa de cafea Dakota este fabricată din lemn de tei solid, în finisaj natural.

Liniile rafinate și esențiale, calitatea ridicată a materialelor, perfecta balanță între design și tradiție, fac masa de cafea Dakota potrivită pentru a înfrumuseza atât spațiile interioare, cât și cele exterioare.",mobilier,EXTERIOR,Dakota,False,Masuțe de cafea,Rosa Splendiani,,,,,,,,,,,,,rosa splendiani mobilier
1600,Loop K - Baterie joasă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,DE BLAT,Sanycces,,,,,,Finishes,,,,,,,sanycces
1601,Loop K - Baterie înaltă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,DE BLAT,Sanycces,,,,,,Finishes,,,,,,,sanycces
1602,Pool - Baterie joasă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,DE BLAT,Sanycces,,,,,,Finishes,,,,,,,sanycces
1603,Pool - Baterie înaltă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,DE BLAT,Sanycces,,,,,,Finishes,,,,,,,sanycces
1604,Loop K - Baterie încastrată,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,DE PERETE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1605,Pool - Baterie încastrată,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,DE PERETE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1606,Loop K - Baterie freestanding,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,FREESTANDING,Sanycces,,,,,,Finishes,,,,,,,sanycces
1607,Pool - Baterie freestanding,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,FREESTANDING,Sanycces,,,,,,Finishes,,,,,,,sanycces
1608,Loop K - Baterie bideu,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,DE BIDEU,Sanycces,,,,,,Finishes,,,,,,,sanycces
1609,Pool - Baterie bideu,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,DE BIDEU,Sanycces,,,,,,Finishes,,,,,,,sanycces
1610,Loop K - Baterie wc,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,DE BIDEU,Sanycces,,,,,,Finishes,,,,,,,sanycces
1611,Loop K - Sistem de duș cu coloană aparenă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,DUS,Sanycces,,,,,,Finishes,,,,,,,sanycces
1612,Pool - Sistem de duș cu coloană aparenă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,DUS,Sanycces,,,,,,Finishes,,,,,,,sanycces
1613,Loop K - Sistem de duș încastrat,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,DUS,Sanycces,,,,,,Finishes,,,,,,,sanycces
1614,Pool - Sistem de duș încastrat,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,DUS,Sanycces,,,,,,Finishes,,,,,,,sanycces
1615,Pool - Baterie freestanding cu duș,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,CADA,Sanycces,,,,,,Finishes,,,,,,,sanycces
1616,Loop - Baterie freestanding cu duș,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Loop K,False,CADA,Sanycces,,,,,,Finishes,,,,,,,sanycces
1617,Pool - Set baterie de cadă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BATERII,Pool,False,CADA,Sanycces,,,,,,Finishes,,,,,,,sanycces
1618,Franc - Vas de toaletă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,VASE DE TOALETĂ,Franc,False,SUSPENDATE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1619,Arc - Vas de toaletă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,VASE DE TOALETĂ,Arc,False,SUSPENDATE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1620,Arc - Vas de toaletă,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,VASE DE TOALETĂ,Arc,False,CU PICIOR,Sanycces,,,,,,Finishes,,,,,,,sanycces
1621,Franc - Bideu,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BIDEURI,Franc,False,SUSPENDATE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1622,Arc - Bideu I,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BIDEURI,Arc,False,SUSPENDATE,Sanycces,,,,,,Finishes,,,,,,,sanycces
1623,Arc - Bideu II,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,BIDEURI,Arc,False,CU PICIOR,Sanycces,,,,,,Finishes,,,,,,,sanycces
1624,Duna,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,LAVOARE,Duna,False,DE BLAT,Sanycces,,,,,,Finishes,,,,,,,sanycces
1625,Oasis,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,LAVOARE,Oasis,False,DE BLAT,Sanycces,,,,,,Finishes,,,,,,,sanycces
1626,Oasis semipedestal,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,LAVOARE,Oasis,False,DE BLAT,Sanycces,,,,,,Finishes,,,,,,,sanycces
1627,Tempo pedestal,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,LAVOARE,Tempo,False,FREESTANDING,Sanycces,,,,,,Finishes,,,,,,,sanycces
1628,Circo Joy,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,LAVOARE,Joy,False,FREESTANDING,Sanycces,,,,,,Finishes,,,,,,,sanycces
1629,Cuadra Joy,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,LAVOARE,Joy,False,FREESTANDING,Sanycces,,,,,,Finishes,,,,,,,sanycces
1630,Duna 170,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,CAZI,Duna,False,CAZI,Sanycces,,,,,,Finishes,,,,,,,sanycces
1631,Duna Ofuro,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,CAZI,Duna,False,CAZI,Sanycces,,,,,,Finishes,,,,,,,sanycces
1632,Tempo 170,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,CAZI,Tempo,False,CAZI,Sanycces,,,,,,Finishes,,,,,,,sanycces
1633,Arc Ø130,Se pot vopsi în orice culoare RAL. Pentru mai multe informații legate de produsele SANYCCES vă rugăm să consultați catalogul producătorului.,sanitare,CAZI,Arc,False,CAZI,Sanycces,,,,,,Finishes,,,130 mm,,,,sanycces
